Episode,Rating
"S1E1 Pilot",7.401234567891
"S1E2 Diversity Day",8.301234567891
"S1E3 Health Care",7.701234567891
"S1E4 The Alliance",8.001234567891
"S1E5 Basketball",8.401234567891
"S1E6 Hot Girl",7.701234567891
"S2E1 The Dundies",8.701234567891
"S2E2 Sexual Harassment",8.201234567891
"S2E3 Office Olympics",8.301234567891
"S2E4 The Fire",8.301234567891
"S2E5 Halloween",8.101234567891
"S2E6 The Fight",8.101234567891
"S2E7 The Client",8.601234567891
"S2E8 Performance Review",8.101234567891
"S2E9 E-Mail Surveillance",8.401234567891
"S2E10 Christmas Party",8.901234567891
"S2E11 Booze Cruise",8.601234567891
"S2E12 The Injury",9.101234567891
"S2E13 The Secret",8.201234567891
"S2E14 The Carpet",7.801234567891
"S2E15 Boys and Girls",8.101234567891
"S2E16 Valentine's Day",8.301234567891
"S2E17 Dwight's Speech",8.401234567891
"S2E18 Take Your Daughter to Work Day",8.301234567891
"S2E19 Michael's Birthday",8.101234567891
"S2E20 Drug Testing",8.401234567891
"S2E21 Conflict Resolution",8.701234567891
"S2E22 Casino Night",9.401234567891
"S3E1 Gay Witch Hunt",9.101234567891
"S3E2 The Convention",8.201234567891
"S3E3 The Coup",8.501234567891
"S3E4 Grief Counseling",8.001234567891
"S3E5 Initiation",8.101234567891
"S3E6 Diwali",7.901234567891
"S3E7 Branch Closing",8.601234567891
"S3E8 The Merger",8.701234567891
"S3E9 The Convict",8.301234567891
"S3E10 A Benihana Christmas",8.801234567891
"S3E11 Back from Vacation",8.601234567891
"S3E12 Traveling Salesmen",8.601234567891
"S3E13 The Return",8.801234567891
"S3E14 Ben Franklin",8.001234567891
"S3E15 Phyllis' Wedding",8.201234567891
"S3E16 Business School",8.901234567891
"S3E17 Cocktails",8.401234567891
"S3E18 The Negotiation",9.001234567891
"S3E19 Safety Training",8.701234567891
"S3E20 Product Recall",8.701234567891
"S3E21 Women's Appreciation",8.801234567891
"S3E22 Beach Games",9.201234567891
"S3E23 The Job",9.301234567891
"S4E1 Fun Run",8.801234567891
"S4E2 Dunder Mifflin Infinity",8.301234567891
"S4E3 Launch Party",8.401234567891
"S4E4 Money",8.701234567891
"S4E5 Local Ad",8.801234567891
"S4E6 Branch Wars",8.501234567891
"S4E7 Survivor Man",8.201234567891
"S4E8 The Deposition",8.701234567891
"S4E9 Dinner Party",9.501234567891
"S4E10 Chair Model",8.001234567891
"S4E11 Night Out",8.601234567891
"S4E12 Did I Stutter?",8.301234567891
"S4E13 Job Fair",7.701234567891
"S4E14 Goodbye, Toby",9.401234567891
"S5E1 Weight Loss",8.801234567891
"S5E2 Business Ethics",8.201234567891
"S5E3 Baby Shower",8.001234567891
"S5E4 Crime Aid",8.101234567891
"S5E5 Employee Transfer",8.001234567891
"S5E6 Customer Survey",8.501234567891
"S5E7 Business Trip",8.201234567891
"S5E8 Frame Toby",8.601234567891
"S5E9 The Surplus",8.701234567891
"S5E10 Moroccan Christmas",8.301234567891
"S5E11 The Duel",8.701234567891
"S5E12 Prince Family Paper",8.001234567891
"S5E13 Stress Relief",9.701234567891
"S5E14 Lecture Circuit: Part 1",8.201234567891
"S5E15 Lecture Circuit: Part 2",8.101234567891
"S5E16 Blood Drive",8.001234567891
"S5E17 Golden Ticket",8.701234567891
"S5E18 New Boss",8.301234567891
"S5E19 Two Weeks",8.401234567891
"S5E20 Dream Team",8.301234567891
"S5E21 Michael Scott Paper Company",8.701234567891
"S5E22 Heavy Competition",8.701234567891
"S5E23 Broke",9.301234567891
"S5E24 Casual Friday",8.301234567891
"S5E25 Cafe Disco",8.801234567891
"S5E26 Company Picnic",9.001234567891
"S6E1 Gossip",8.801234567891
"S6E2 The Meeting",8.101234567891
"S6E3 The Promotion",8.001234567891
"S6E4 Niagara: Part 1",9.401234567891
"S6E5 Niagara: Part 2",9.501234567891
"S6E6 Mafia",7.601234567891
"S6E7 The Lover",8.601234567891
"S6E8 Koi Pond",8.101234567891
"S6E9 Double Date",8.101234567891
"S6E10 Murder",8.701234567891
"S6E11 Shareholder Meeting",8.201234567891
"S6E12 Scott's Tots",8.301234567891
"S6E13 Secret Santa",8.501234567891
"S6E14 The Banker",6.801234567891
"S6E15 Sabre",7.601234567891
"S6E16 Manager and Salesman",8.001234567891
"S6E17 The Delivery: Part 1",8.401234567891
"S6E18 The Delivery: Part 2",8.501234567891
"S6E19 St. Patrick's Day",7.601234567891
"S6E20 New Leads",7.701234567891
"S6E21 Happy Hour",8.601234567891
"S6E22 Secretary's Day",7.801234567891
"S6E23 Body Language",7.901234567891
"S6E24 The Cover-Up",8.101234567891
"S6E25 The Chump",7.701234567891
"S6E26 Whistleblower",8.001234567891
"S7E1 Nepotism",8.301234567891
"S7E2 Counseling",8.201234567891
"S7E3 Andy's Play",8.201234567891
"S7E4 Sex Ed",7.801234567891
"S7E5 The Sting",7.701234567891
"S7E6 Costume Contest",8.101234567891
"S7E7 Christening",7.401234567891
"S7E8 Viewing Party",7.801234567891
"S7E9 WUPHF.com",7.601234567891
"S7E10 China",8.201234567891
"S7E11 Classy Christmas",9.001234567891
"S7E12 Ultimatum",8.301234567891
"S7E13 The Seminar",7.601234567891
"S7E14 The Search",8.501234567891
"S7E15 PDA",8.401234567891
"S7E16 Threat Level Midnight",9.401234567891
"S7E17 Todd Packer",7.401234567891
"S7E18 Garage Sale",9.401234567891
"S7E19 Training Day",7.701234567891
"S7E20 Michael's Last Dundies",9.001234567891
"S7E21 Goodbye, Michael",9.801234567891
"S7E22 The Inner Circle",7.501234567891
"S7E23 Dwight K. Schrute, (Acting) Manager",8.701234567891
"S7E24 Search Committee",8.701234567891
"S8E1 The List",8.101234567891
"S8E2 The Incentive",8.101234567891
"S8E3 Lotto",7.201234567891
"S8E4 Garden Party",8.101234567891
"S8E5 Spooked",7.501234567891
"S8E6 Doomsday",7.601234567891
"S8E7 Pam's Replacement",7.701234567891
"S8E8 Gettysburg",6.701234567891
"S8E9 Mrs. California",7.601234567891
"S8E10 Christmas Wishes",7.901234567891
"S8E11 Trivia",7.901234567891
"S8E12 Pool Party",8.001234567891
"S8E13 Jury Duty",7.401234567891
"S8E14 Special Project",7.601234567891
"S8E15 Tallahassee",7.801234567891
"S8E16 After Hours",8.101234567891
"S8E17 Test the Store",7.801234567891
"S8E18 Last Day in Florida",7.801234567891
"S8E19 Get the Girl",6.401234567891
"S8E20 Welcome Party",6.901234567891
"S8E21 Angry Andy",6.801234567891
"S8E22 Fundraiser",7.001234567891
"S8E23 Turf War",7.501234567891
"S8E24 Free Family Portrait Studio",7.701234567891
"S9E1 New Guys",7.501234567891
"S9E2 Roy's Wedding",7.101234567891
"S9E3 Andy's Ancestry",7.301234567891
"S9E4 Work Bus",7.801234567891
"S9E5 Here Comes Treble",6.901234567891
"S9E6 The Boat",7.701234567891
"S9E7 The Whale",7.501234567891
"S9E8 The Target",7.801234567891
"S9E9 Dwight Christmas",8.401234567891
"S9E10 Lice",7.601234567891
"S9E11 Suit Warehouse",7.801234567891
"S9E12 Customer Loyalty",7.801234567891
"S9E13 Junior Salesman",7.501234567891
"S9E14 Vandalism",7.301234567891
"S9E15 Couples Discount",7.101234567891
"S9E16 Moving On",8.001234567891
"S9E17 The Farm",7.501234567891
"S9E18 Promos",7.901234567891
"S9E19 Stairmageddon",8.001234567891
"S9E20 Paper Airplane",8.001234567891
"S9E21 Livin' the Dream",9.101234567891
"S9E22 A.A.R.M.",9.501234567891
"S9E23 Finale",9.801234567891
